Protein IDs,Majority protein IDs,Fasta headers,LFQ intensity IDI-1,LFQ intensity IDI-2,LFQ intensity IDI-3,LFQ intensity IDLL-1,LFQ intensity IDLL-2,LFQ intensity IDLL-3,Mol. weight [kDa],Sequence length
E9HFT4,E9HFT4,tr|E9HFT4|E9HFT4_DAPPU Neur_chan_LBD domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231697 PE=4 SV=1,33175000,28733000,24191000,0,0,0,47.944,423
E9HFW5,E9HFW5,tr|E9HFW5|E9HFW5_DAPPU Amine oxidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_300978 PE=3 SV=1,0,0,6517000,0,0,0,58.084,527
E9HGG2,E9HGG2,tr|E9HGG2|E9HGG2_DAPPU Estradiol 17-beta-dehydrogenase 12 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301034 PE=3 SV=1,0,0,4934100,0,0,0,36.816,328
E9HGH0,E9HGH0,tr|E9HGH0|E9HGH0_DAPPU Serine/threonine-protein phosphatase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_62512 PE=3 SV=1,0,0,2045800,0,0,0,57.627,512
E9HGJ2,E9HGJ2,tr|E9HGJ2|E9HGJ2_DAPPU Thioredoxin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329419 PE=3 SV=1,51204000,44654000,37773000,0,0,0,22.509,198
E9HGJ4,E9HGJ4,"tr|E9HGJ4|E9HGJ4_DAPPU Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_217996 PE=3 SV=1",21487000,22346000,19174000,0,0,0,50.844,459
E9HGJ7,E9HGJ7,tr|E9HGJ7|E9HGJ7_DAPPU Carboxypeptidase Q OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189393 PE=4 SV=1,40498000,35704000,38712000,0,0,0,51.101,460
E9HGQ3,E9HGQ3,tr|E9HGQ3|E9HGQ3_DAPPU LIM domain protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301190 PE=4 SV=1,0,0,3634500,0,0,0,23.347,211
E9HGR5,E9HGR5,tr|E9HGR5|E9HGR5_DAPPU C1q and tumor necrosis factor-related protein 5 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_259185 PE=4 SV=1,0,23826000,20470000,0,0,0,16.09,142
E9HGR7,E9HGR7,tr|E9HGR7|E9HGR7_DAPPU Proteasome subunit alpha type OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231717 PE=3 SV=1,0,23200000,22137000,0,0,0,26.5,242
E9HGR8,E9HGR8,tr|E9HGR8|E9HGR8_DAPPU Ig-like domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329491 PE=4 SV=1,9953700,0,12748000,0,0,0,49.269,432
E9HGS0,E9HGS0,"tr|E9HGS0|E9HGS0_DAPPU Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228809 PE=3 SV=1",1516500000,1627300000,1341200000,383440000,412120000,459400000,61.083,551
E9HGS1,E9HGS1,tr|E9HGS1|E9HGS1_DAPPU Acetyl-coenzyme A synthetase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329494 PE=3 SV=1,0,0,4916600,0,0,0,78.851,715
E9HGS9,E9HGS9,tr|E9HGS9|E9HGS9_DAPPU DOMON domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301176 PE=4 SV=1,0,0,7106100,0,0,0,19.001,175
E9HGT3,E9HGT3,tr|E9HGT3|E9HGT3_DAPPU Epoxide hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301203 PE=3 SV=1,74263000,63307000,63428000,0,0,0,51.049,453
E9HGW6;E9HKN3,E9HGW6,tr|E9HGW6|E9HGW6_DAPPU Aspartate aminotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_114061 PE=3 SV=1,1141200000,1081100000,1061800000,63999000,60156000,55213000,43.38,393
E9HGX0,E9HGX0,tr|E9HGX0|E9HGX0_DAPPU Malate dehydrogenase OS=Daphnia pulex OX=6669 GN=MDHM PE=3 SV=1,967440000,1025600000,916090000,25462000,22651000,52162000,35.761,340
E9HH43;E9HH38;E9HH32,E9HH43;E9HH38;E9HH32,tr|E9HH43|E9HH43_DAPPU Secreted protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_259342 PE=4 SV=1;tr|E9HH38|E9HH38_DAPPU Larval/pupal cuticle protein H1C OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329602 PE=4 SV=1;tr|E9HH32|E9HH32_DAPPU Secreted protein OS=Daphn,0,3831800,0,0,0,0,11.618,112
E9HHH3,E9HHH3,tr|E9HHH3|E9HHH3_DAPPU KH_dom_type_1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_329741 PE=4 SV=1,0,0,57982000,0,0,0,82.12,715
E9HHW5,E9HHW5,"tr|E9HHW5|E9HHW5_DAPPU Propionyl-CoA carboxylase beta chain, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301272 PE=4 SV=1",554310000,607140000,513360000,69507000,81068000,63418000,59.034,538
E9HI00,E9HI00,tr|E9HI00|E9HI00_DAPPU ACADM protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_62934 PE=3 SV=1,500710000,887220000,629940000,62573000,66336000,63143000,41.729,381
E9I441;E9HI04;E9HI03,E9I441;E9HI04;E9HI03,tr|E9I441|E9I441_DAPPU NodB homology domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_122404 PE=4 SV=1;tr|E9HI04|E9HI04_DAPPU NodB homology domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228902 PE=4 SV=1;tr|E9HI03|E9HI03_D,20598000,21159000,17962000,0,0,0,39.622,357
E9HI59,E9HI59,tr|E9HI59|E9HI59_DAPPU Peptidase_M13 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_228911 PE=3 SV=1,125190000,122610000,108130000,0,0,0,73.158,643
E9HI86,E9HI86,tr|E9HI86|E9HI86_DAPPU SERPIN domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189444 PE=3 SV=1,38883000,44541000,36670000,0,0,0,45.796,413
E9HI99,E9HI99,tr|E9HI99|E9HI99_DAPPU Peptidyl-prolyl cis-trans isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301417 PE=3 SV=1,40740000,39501000,44220000,0,0,0,21.723,202
E9HIA9,E9HIA9,tr|E9HIA9|E9HIA9_DAPPU Isochorismatase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301440 PE=3 SV=1,55682000,42751000,44755000,0,0,0,21.819,195
E9HIB2,E9HIB2,tr|E9HIB2|E9HIB2_DAPPU Ras-related protein Rab-10 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301441 PE=4 SV=1,0,0,0,0,0,5152400,22.876,201
E9HIB3,E9HIB3,tr|E9HIB3|E9HIB3_DAPPU CYTOSOL_AP domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301437 PE=3 SV=1,21692000,28369000,26078000,0,0,0,56.045,527
E9HIB7,E9HIB7,tr|E9HIB7|E9HIB7_DAPPU HTH La-type RNA-binding domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301444 PE=4 SV=1,0,0,0,0,443940000,0,54.587,510
E9HIL7,E9HIL7,tr|E9HIL7|E9HIL7_DAPPU FAD_binding_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_260153 PE=3 SV=1,71342000,64523000,70426000,0,0,0,42.156,382
E9HIT0,E9HIT0,tr|E9HIT0|E9HIT0_DAPPU CS domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_203299 PE=3 SV=1,0,869510,0,0,0,0,19.396,169
E9HIY4,E9HIY4,tr|E9HIY4|E9HIY4_DAPPU Peptidylprolyl isomerase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231749 PE=4 SV=1,52774000,51587000,51344000,0,0,0,11.766,109
E9HJ07,E9HJ07,tr|E9HJ07|E9HJ07_DAPPU Alanine--glyoxylate aminotransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301497 PE=3 SV=1,0,0,5812300,0,0,0,42.25,393
E9HJ17,E9HJ17,tr|E9HJ17|E9HJ17_DAPPU Heme-binding protein 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93618 PE=3 SV=1,30249000,33465000,30085000,0,0,0,25.59,226
E9HJ64,E9HJ64,tr|E9HJ64|E9HJ64_DAPPU WD_REPEATS_REGION domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330309 PE=4 SV=1,0,0,4783100,0,0,0,66.588,611
E9HJ65,E9HJ65,tr|E9HJ65|E9HJ65_DAPPU Neural/ectodermal development factor IMP-L2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330310 PE=4 SV=1,0,0,2727100,0,0,0,33.556,303
E9HJ86,E9HJ86,tr|E9HJ86|E9HJ86_DAPPU C1q domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_114783 PE=4 SV=1,0,0,1905100,0,0,0,54.86,499
E9HJ97,E9HJ97,tr|E9HJ97|E9HJ97_DAPPU Ribosomal_S7 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301516 PE=3 SV=1,24114000,32050000,27263000,19508000,18324000,0,23.664,212
E9HJL8,E9HJL8,tr|E9HJL8|E9HJL8_DAPPU Motile sperm domain-containing protein 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229022 PE=4 SV=1,15181000,12498000,14354000,0,0,0,55.154,486
E9HJM8,E9HJM8,tr|E9HJM8|E9HJM8_DAPPU G-protein coupled receptor 158 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301688 PE=4 SV=1,157130000,195240000,137280000,25154000,0,0,94.617,815
E9HJP9,E9HJP9,tr|E9HJP9|E9HJP9_DAPPU Syntaxin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_442635 PE=3 SV=1,19957000,17516000,19475000,0,0,0,33.736,294
E9HJS0,E9HJS0,tr|E9HJS0|E9HJS0_DAPPU CYTOSOL_AP domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_260731 PE=3 SV=1,0,0,4708100,0,0,0,44.281,415
E9HJS2;A0A4Y7MU37,E9HJS2;A0A4Y7MU37,"tr|E9HJS2|E9HJS2_DAPPU NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Daphnia pulex OX=6669 GN=EOG090X05NZ PE=2 SV=1;tr|A0A4Y7MU37|A0A4Y7MU37_DAPPU NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondria",95503000,85777000,94845000,0,0,0,45.548,397
E9HJS9,E9HJS9,tr|E9HJS9|E9HJS9_DAPPU Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231765 PE=4 SV=1,0,0,7533200,0,0,0,19.228,176
E9HJT8,E9HJT8,tr|E9HJT8|E9HJT8_DAPPU 40S ribosomal protein S17 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301703 PE=3 SV=1,0,6815400,0,0,0,0,16.621,145
E9HJU0,E9HJU0,tr|E9HJU0|E9HJU0_DAPPU Alpha-glucosidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301721 PE=3 SV=1,0,0,4949500,0,0,0,90.165,801
E9HJU7,E9HJU7,tr|E9HJU7|E9HJU7_DAPPU Non-specific serine/threonine protein kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229061 PE=4 SV=1,0,0,2635600,0,0,0,228.92,2009
E9HJW2,E9HJW2,tr|E9HJW2|E9HJW2_DAPPU NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301729 PE=3 SV=1,30130000,32841000,33121000,0,0,0,19.623,171
E9HJW4,E9HJW4,tr|E9HJW4|E9HJW4_DAPPU Ribosomal protein L19 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301730 PE=3 SV=1,0,0,2921800,0,0,0,23.461,196
E9HK74;E9GX51;E9GDG5;E9HEB2;E9H6C6;E9H0X9;E9H104,E9HK74,tr|E9HK74|E9HK74_DAPPU Programmed cell death protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189511 PE=3 SV=1,206870000,202460000,202980000,0,0,0,76.067,706
E9HK88,E9HK88,"tr|E9HK88|E9HK88_DAPPU Glutaryl-CoA dehydrogenase, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218549 PE=3 SV=1",67766000,76854000,67243000,0,0,0,47.628,436
E9HK94,E9HK94,tr|E9HK94|E9HK94_DAPPU Adenosylhomocysteinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218555 PE=3 SV=1,0,0,0,3171000,0,0,49.132,442
E9HKA6;E9G7U7,E9HKA6;E9G7U7,tr|E9HKA6|E9HKA6_DAPPU Serine/threonine-protein phosphatase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231787 PE=3 SV=1;tr|E9G7U7|E9G7U7_DAPPU Serine/threonine-protein phosphatase (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_194510 PE=3 SV=1,27203000,26985000,26386000,0,0,0,37.845,332
E9HKF5,E9HKF5,tr|E9HKF5|E9HKF5_DAPPU Glycerol-3-phosphate dehydrogenase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330721 PE=3 SV=1,0,0,12912000,0,0,0,74.264,666
E9HKH1,E9HKH1,tr|E9HKH1|E9HKH1_DAPPU Neurexin-4 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330735 PE=4 SV=1,402820000,409590000,481870000,48894000,39160000,18413000,235.87,2122
E9HKI1,E9HKI1,tr|E9HKI1|E9HKI1_DAPPU V-SNARE coiled-coil homology domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218600 PE=4 SV=1,33005000,38407000,31523000,0,0,0,14.319,132
E9HKX9,E9HKX9,tr|E9HKX9|E9HKX9_DAPPU Epimerase domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_63809 PE=4 SV=1,98011000,103960000,101080000,0,0,0,34.838,307
E9HL06,E9HL06,tr|E9HL06|E9HL06_DAPPU Ras-like GTP-binding protein Rho1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_301996 PE=4 SV=1,55375000,43012000,42747000,0,0,0,21.522,192
E9HL07,E9HL07,tr|E9HL07|E9HL07_DAPPU F-actin-capping protein subunit alpha OS=Daphnia pulex OX=6669 GN=EOG090X08VX PE=2 SV=1,110650000,104230000,101260000,0,0,0,32.651,286
E9HL74,E9HL74,tr|E9HL74|E9HL74_DAPPU Peptide-methionine (S)-S-oxide reductase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_330996 PE=3 SV=1,11167000,7852900,7274300,0,0,0,26.641,233
E9HLR2;E9HTT3,E9HLR2;E9HTT3,tr|E9HLR2|E9HLR2_DAPPU Cystathionine beta-synthase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218706 PE=3 SV=1;tr|E9HTT3|E9HTT3_DAPPU Cystathionine beta-synthase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333777 PE=3 SV=1,42991000,42173000,41695000,0,0,0,57.332,523
E9HM76;E9HPJ3,E9HM76;E9HPJ3,tr|E9HM76|E9HM76_DAPPU Acetyl-CoA hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_331345 PE=3 SV=1;tr|E9HPJ3|E9HPJ3_DAPPU Acetyl-CoA hydrolase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_204077 PE=3 SV=1,0,0,5797200,0,0,0,46.512,429
E9HM84,E9HM84,tr|E9HM84|E9HM84_DAPPU Mitochondrial 2-oxoglutarate/malate carrier protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302191 PE=3 SV=1,144920000,136870000,144810000,0,0,0,33.574,309
E9HM94;E9HH03;E9HZQ0;E9HMC2,E9HM94,tr|E9HM94|E9HM94_DAPPU Aminopeptidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302210 PE=3 SV=1,57521000,52422000,54423000,0,0,0,109.98,973
E9HM95;E9GEW0,E9HM95,tr|E9HM95|E9HM95_DAPPU Aminopeptidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_203795 PE=3 SV=1,219500000,208140000,383400000,66272000,0,0,107.55,953
E9HM96,E9HM96,tr|E9HM96|E9HM96_DAPPU Uncharacterized protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_203797 PE=3 SV=1,40595000,34030000,40694000,0,0,0,127.58,1130
E9HM97,E9HM97,tr|E9HM97|E9HM97_DAPPU Aminopeptidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218787 PE=3 SV=1,0,0,19407000,0,0,0,106.89,943
E9HMP5,E9HMP5,tr|E9HMP5|E9HMP5_DAPPU Spectrin beta chain OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_218819 PE=3 SV=1,1241100000,1114100000,1177200000,197950000,104810000,128210000,272.12,2351
E9HMP6,E9HMP6,tr|E9HMP6|E9HMP6_DAPPU Glutaredoxin domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302234 PE=4 SV=1,0,0,0,0,0,24896000,16.446,146
E9HYY2;E9HMR4,E9HYY2;E9HMR4,tr|E9HYY2|E9HYY2_DAPPU Peptidase S1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_308609 PE=4 SV=1;tr|E9HMR4|E9HMR4_DAPPU Peptidase S1 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_262285 PE=4 SV=1,0,0,4513200,0,0,0,25.227,249
E9HN44,E9HN44,tr|E9HN44|E9HN44_DAPPU Ig-like domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_115964 PE=4 SV=1,0,0,3996500,0,0,0,35.162,320
E9HN52;E9GMP4,E9HN52,tr|E9HN52|E9HN52_DAPPU Enoyl-CoA hydratase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302417 PE=4 SV=1,537250000,739320000,469630000,55944000,70266000,0,82.758,763
E9HNC6;S5LPP2;E9HD96;E9HEQ6;E9I382;E9HA82;E9FYN7;E9GNI5;E9GTU7;E9GWH2;E9GMK6;E9G731;E9I2U8;E9I014;E9I2Y3;E9FRP1;E9HWM6;E9G7Y0;E9HQL8;E9I1F8;E9HLN8;E9HWQ1;E9I2L3;E9GM05,E9HNC6;S5LPP2;E9HD96,tr|E9HNC6|E9HNC6_DAPPU Heat shock protein 83 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302452 PE=3 SV=1;tr|S5LPP2|S5LPP2_DAPPU Heat shock protein 83 OS=Daphnia pulex OX=6669 GN=Hsp90 PE=2 SV=1;tr|E9HD96|E9HD96_DAPPU Heat shock protein 90 OS=Daphnia pulex OX=6,181300000,170840000,181380000,261150000,281340000,297130000,82.544,718
E9HNC7,E9HNC7,tr|E9HNC7|E9HNC7_DAPPU ATP-binding cassette sub-family E member 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_189585 PE=4 SV=1,0,0,2303000,0,0,0,68.387,610
E9HNH8,E9HNH8,tr|E9HNH8|E9HNH8_DAPPU SERPIN domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_64475 PE=3 SV=1,0,0,4384000,0,0,0,41.315,373
E9HNI5,E9HNI5,tr|E9HNI5|E9HNI5_DAPPU Rap1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231811 PE=4 SV=1,549180000,551680000,529030000,106140000,103520000,106090000,20.931,185
E9HNJ1,E9HNJ1,tr|E9HNJ1|E9HNJ1_DAPPU SCP2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_203975 PE=4 SV=1,94920000,95678000,92301000,0,0,0,45.091,418
E9HNV4;E9HU77;E9GI78,E9HNV4;E9HU77,tr|E9HNV4|E9HNV4_DAPPU Peptidase_M14 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_130340 PE=3 SV=1;tr|E9HU77|E9HU77_DAPPU Peptidase_M14 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_93775 PE=3 SV=1,35636000,37151000,40768000,0,0,0,45.269,409
E9HP48,E9HP48,tr|E9HP48|E9HP48_DAPPU Metalloendopeptidase OS=Daphnia pulex OX=6669 GN=ACN PE=4 SV=1,6044100,4699500,6614200,0,0,0,26.739,236
E9HP56,E9HP56,tr|E9HP56|E9HP56_DAPPU Polypeptide N-acetylgalactosaminyltransferase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302681 PE=3 SV=1,0,0,1783700,0,0,0,70.614,613
E9HP60,E9HP60,tr|E9HP60|E9HP60_DAPPU ADP/ATP translocase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302682 PE=3 SV=1,6952700000,6532900000,6515300000,1049100000,1160300000,1084900000,32.948,302
E9HP65,E9HP65,tr|E9HP65|E9HP65_DAPPU Lipase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302685 PE=3 SV=1,143780000,158550000,152090000,0,0,0,48.172,430
E9HP71,E9HP71,tr|E9HP71|E9HP71_DAPPU TGc domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_204033 PE=3 SV=1,23204000,13344000,13656000,0,0,0,77.695,679
E9HP73,E9HP73,tr|E9HP73|E9HP73_DAPPU Transglut_N domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_116378 PE=3 SV=1,47770000,0,0,0,0,0,26.379,236
E9HP85,E9HP85,tr|E9HP85|E9HP85_DAPPU APS kinase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_116436 PE=3 SV=1,9400500,9410900,10743000,0,0,0,65.004,582
E9HPA5,E9HPA5,tr|E9HPA5|E9HPA5_DAPPU Aldehyde dehydrogenase (NAD(+)) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302712 PE=3 SV=1,275890000,264560000,315600000,85333000,76939000,89456000,55.372,517
E9HPA7,E9HPA7,tr|E9HPA7|E9HPA7_DAPPU Multiple inositol polyphosphate phosphatase 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_64728 PE=4 SV=1,33940000,30868000,36278000,0,0,0,41.229,362
E9HPD7,E9HPD7,tr|E9HPD7|E9HPD7_DAPPU Vitellogenin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_332233 PE=4 SV=1,0,0,0,0,0,139920000,178.41,1624
E9HPE7,E9HPE7,tr|E9HPE7|E9HPE7_DAPPU Protein obstructor-E-like OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_231826 PE=4 SV=1,0,0,4239400,0,0,0,24.914,225
E9HPR0,E9HPR0,tr|E9HPR0|E9HPR0_DAPPU TRASH domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302765 PE=3 SV=1,10144000,0,0,0,0,0,17.704,155
E9HPX4,E9HPX4,tr|E9HPX4|E9HPX4_DAPPU Nuclear pore complex protein Nup205 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302914 PE=3 SV=1,12342000,10386000,11385000,0,0,0,209.5,1876
E9HQ05,E9HQ05,tr|E9HQ05|E9HQ05_DAPPU Microtubule-actin cross-linking factor 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_302923 PE=4 SV=1,0,0,0,0,4239100,0,389.27,3383
E9HQZ6,E9HQZ6,tr|E9HQZ6|E9HQZ6_DAPPU PHB domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_65172 PE=3 SV=1,0,0,2413400,0,0,0,41.794,372
E9HR51,E9HR51,tr|E9HR51|E9HR51_DAPPU Peroxisomal multifunctional enzyme type 2 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_332860 PE=4 SV=1,238300000,211480000,197180000,0,0,0,78.752,731
E9HR52,E9HR52,tr|E9HR52|E9HR52_DAPPU Contactin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303516 PE=4 SV=1,488530000,659280000,574990000,52014000,67838000,70950000,127.72,1134
E9HR64,E9HR64,tr|E9HR64|E9HR64_DAPPU Neurogenic locus Notch protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229540 PE=4 SV=1,0,0,2650600,0,0,0,402.41,3818
E9HR86,E9HR86,tr|E9HR86|E9HR86_DAPPU Moesin/ezrin/radixin homolog 1 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_219239 PE=4 SV=1,13499000,15011000,14415000,0,0,0,102.58,922
E9HR88,E9HR88,tr|E9HR88|E9HR88_DAPPU 60S ribosomal protein L18 OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303528 PE=3 SV=1,98683000,107010000,77462000,30630000,28787000,52992000,21.514,188
E9HR99,E9HR99,tr|E9HR99|E9HR99_DAPPU Lysosome-associated membrane glycoprotein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303532 PE=3 SV=1,0,0,10480000,0,0,0,36.465,337
E9HRC4,E9HRC4,tr|E9HRC4|E9HRC4_DAPPU Alpha-glucosidase OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303552 PE=4 SV=1,191630000,191380000,186910000,0,0,0,74.991,683
E9HRV4,E9HRV4,"tr|E9HRV4|E9HRV4_DAPPU Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_303613 PE=3 SV=1",175450000,175790000,172670000,0,0,0,41.471,381
E9HRW4,E9HRW4,tr|E9HRW4|E9HRW4_DAPPU Peritrophin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333111 PE=4 SV=1,20709000,20212000,0,0,0,0,26.223,241
E9HS20;A0A4Y7MTX0,E9HS20;A0A4Y7MTX0,tr|E9HS20|E9HS20_DAPPU Eukaryotic translation initiation factor 3 subunit B OS=Daphnia pulex OX=6669 GN=EOG090X01UY PE=2 SV=1;tr|A0A4Y7MTX0|A0A4Y7MTX0_DAPPU Eukaryotic translation initiation factor 3 subunit B OS=Daphnia pulex OX=6669 GN=EOG090X01UY PE=2 S,0,0,2029400,0,0,0,81.435,701
E9HSG1;E9GU09,E9HSG1,tr|E9HSG1|E9HSG1_DAPPU Innexin OS=Daphnia pulex OX=6669 GN=inx PE=3 SV=1,483520000,347830000,349390000,0,0,167550000,41.498,359
E9HSG3,E9HSG3,tr|E9HSG3|E9HSG3_DAPPU Innexin OS=Daphnia pulex OX=6669 GN=inx PE=3 SV=1,156330000,402760000,297680000,49628000,38632000,37015000,42.238,362
E9HSG7,E9HSG7,tr|E9HSG7|E9HSG7_DAPPU rRNA 2-O-methyltransferase fibrillarin OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_333298 PE=3 SV=1,0,0,8658700,0,0,0,34.852,334
E9HSP1,E9HSP1,tr|E9HSP1|E9HSP1_DAPPU Tyrosine-protein phosphatase domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_229673 PE=4 SV=1,0,0,4473300,0,0,0,22.433,203
